storage_issue_reported_l3m,approved_wh_govt_certificate,wh_age,transport_issue_l1y,temp_reg_mach,dist_from_hub,retail_shop_num,retail_distributor_ratio,workers_num,govt_check_l3m,product_wg_ton
16,3,14.0,0,0,222,3501,85.39024390243902,19.0,16,20090
18,4,16.0,0,1,156,4465,93.02083333333333,28.0,3,21068
4,5,4.0,3,1,150,5325,147.91666666666666,31.0,19,6097
25,5,24.0,0,1,90,5204,91.29824561403508,26.0,15,35140
36,5,14.0,0,0,107,7446,151.9591836734694,17.0,13,48097
27,3,18.0,0,0,79,3504,54.75,28.0,28,33151
16,5,12.0,0,1,157,4217,140.56666666666666,25.0,19,21119
12,1,14.0,1,0,262,5246,174.86666666666667,42.0,19,16105
12,4,8.0,0,0,214,6177,386.0625,31.0,26,15098
27,4,17.0,0,0,216,5209,133.56410256410257,44.0,23,33070
29,1,19.0,1,1,270,6097,358.6470588235294,28.0,24,39089
8,3,14.0,1,0,193,7635,363.57142857142856,17.0,26,10149
34,4,19.0,0,1,69,5828,242.83333333333334,92.0,19,44087
19,5,14.0,0,0,148,4238,176.58333333333334,34.0,23,23124
7,4,14.0,0,0,217,4204,64.67692307692307,22.0,26,8128
5,3,14.0,0,1,178,6097,145.16666666666666,30.0,15,6075
26,2,20.0,1,1,266,1959,57.61764705882353,32.0,22,34142
5,3,14.0,2,0,244,4670,84.9090909090909,29.0,21,5114
14,1,14.0,5,1,228,4873,72.73134328358209,16.0,31,19113
23,1,18.0,0,1,80,5965,110.46296296296296,22.0,9,32137
18,4,11.0,3,1,56,8250,117.85714285714286,18.0,2,21110
19,5,14.0,0,1,107,4520,167.40740740740742,35.0,25,24136
16,2,14.0,3,0,93,6214,248.56,38.0,11,20062
17,4,14.0,0,0,254,4876,116.0952380952381,48.0,28,21075
29,3,21.0,0,0,115,4668,160.9655172413793,27.0,27,34093
13,2,6.0,1,0,219,4272,97.0909090909091,28.0,6,18070
11,2,14.0,0,0,145,8248,133.03225806451613,29.0,11,15148
11,5,14.0,0,0,217,5603,116.72916666666667,21.0,27,15099
11,3,5.0,0,0,110,6452,121.73584905660377,38.0,28,13135
27,3,14.0,1,0,268,4398,95.6086956521739,35.0,28,33116
7,2,14.0,1,1,236,3750,68.18181818181819,30.0,26,10095
13,4,10.0,4,0,115,5133,78.96923076923076,23.0,14,16098
7,2,3.0,1,1,78,6361,198.78125,23.0,27,9148
5,2,2.0,0,1,173,4567,108.73809523809524,21.0,13,8130
16,3,14.0,2,0,232,3618,139.15384615384616,29.0,31,19146
15,5,14.0,0,0,226,4949,112.47727272727273,31.0,28,21094
15,3,14.0,0,0,221,3987,84.82978723404256,16.0,5,18064
24,5,14.0,0,0,56,4663,108.44186046511628,23.0,9,31091
24,3,21.0,0,0,62,7400,172.09302325581396,27.0,26,29147
23,4,12.0,0,1,194,5034,82.52459016393442,28.0,21,28108
13,1,7.0,2,1,136,4969,103.52083333333333,18.0,32,17147
7,5,2.0,0,0,155,5223,307.2352941176471,25.0,26,9133
29,4,20.0,1,0,55,5668,123.21739130434783,44.0,19,34085
16,4,14.0,3,0,267,4623,154.1,20.0,23,18101
4,5,14.0,0,0,215,3117,59.94230769230769,20.0,6,5114
23,1,14.0,0,1,61,3792,108.34285714285714,28.0,26,30064
7,5,4.0,0,0,188,4117,74.85454545454546,29.0,19,10072
9,2,4.0,0,0,70,4927,100.55102040816327,49.0,28,12110
0,6,14.0,0,0,122,5541,221.64,21.0,12,3105
6,3,14.0,5,0,178,5404,168.875,29.0,32,7129
19,3,9.0,0,1,209,5456,143.57894736842104,43.0,9,25104
30,1,14.0,1,0,74,4723,277.8235294117647,33.0,17,39144
10,1,4.0,0,1,191,5299,101.90384615384616,18.0,9,15126
11,5,7.0,0,1,78,8276,306.51851851851853,27.0,26,15130
17,4,12.0,0,0,68,4733,80.22033898305085,25.0,26,21143
9,3,14.0,0,0,75,5216,193.1851851851852,29.0,9,11066
4,4,14.0,2,0,117,5095,195.96153846153845,29.0,28,5057
0,6,14.0,0,0,237,6470,179.72222222222223,28.0,29,6056
16,1,14.0,0,0,259,5612,187.06666666666666,38.0,8,23137
5,5,14.0,1,0,245,5674,101.32142857142857,19.0,8,7144
7,5,4.0,0,1,62,6012,334.0,29.0,19,9143
20,5,16.0,0,0,201,3558,161.72727272727272,30.0,32,25124
16,2,14.0,0,0,68,3455,104.6969696969697,33.0,2,20063
0,6,2.0,0,0,139,5730,136.42857142857142,29.0,26,7086
23,2,14.0,0,1,115,5149,343.26666666666665,34.0,21,32124
21,3,14.0,2,0,141,4677,246.1578947368421,34.0,2,24133
17,4,9.0,0,0,143,3255,75.69767441860465,28.0,8,21080
20,2,14.0,0,0,106,4474,144.32258064516128,20.0,14,27099
9,1,8.0,0,1,227,7790,136.66666666666666,16.0,9,12146
4,4,14.0,4,0,141,5194,78.6969696969697,30.0,21,5116
22,5,12.0,0,0,237,5570,83.13432835820896,27.0,14,30084
22,4,14.0,0,0,56,4713,152.03225806451613,31.0,23,27098
6,4,7.0,0,1,162,5792,118.20408163265306,22.0,1,7124
12,5,14.0,1,0,127,5530,368.6666666666667,21.0,19,15141
30,1,14.0,0,0,191,4268,85.36,27.0,6,39097
25,5,25.0,0,1,195,4982,103.79166666666667,33.0,9,32086
26,4,14.0,4,0,200,4609,144.03125,29.0,21,30090
13,1,8.0,1,1,162,4490,195.2173913043478,22.0,23,18129
8,3,14.0,0,0,110,6258,133.14893617021278,28.0,14,10134
12,2,9.0,1,0,68,4659,87.90566037735849,50.0,30,16099
9,3,14.0,1,0,219,5326,136.56410256410257,30.0,25,11125
15,1,16.0,0,1,209,5072,103.51020408163265,28.0,23,21075
11,2,10.0,0,0,185,4556,146.96774193548387,29.0,23,14114
8,3,2.0,0,0,261,5402,154.34285714285716,33.0,26,10085
11,3,14.0,0,0,79,5490,119.34782608695652,25.0,26,13090
39,1,14.0,0,1,168,5919,92.484375,28.0,24,54061
12,3,14.0,1,0,251,4472,149.06666666666666,36.0,10,14103
32,4,26.0,0,0,238,8231,146.98214285714286,32.0,21,39056
20,1,8.0,0,1,220,6983,465.53333333333336,27.0,12,30086
6,1,14.0,5,0,244,5845,95.81967213114754,23.0,2,8149
5,2,14.0,1,0,209,4877,84.08620689655173,33.0,23,6064
31,1,14.0,0,0,123,4259,67.60317460317461,20.0,23,41085
12,5,14.0,0,0,155,4915,169.48275862068965,22.0,30,15135
22,1,21.0,0,1,265,4749,158.3,33.0,10,31144
18,2,13.0,0,0,104,4377,182.375,40.0,14,23108
10,1,14.0,0,0,201,5699,99.98245614035088,24.0,26,14068
21,1,16.0,0,1,269,4706,138.41176470588235,28.0,11,30103
20,2,14.0,0,0,69,4930,88.03571428571429,16.0,27,26131
5,2,14.0,4,0,75,4552,216.76190476190476,45.0,21,6060
26,4,26.0,0,0,60,4556,253.11111111111111,18.0,11,32088
24,2,18.0,0,0,235,4805,70.66176470588235,32.0,26,31131
8,3,3.0,0,0,270,3680,216.47058823529412,26.0,1,9066
26,2,14.0,2,0,59,4046,161.84,38.0,21,32137
15,1,14.0,3,0,234,5487,182.9,23.0,27,19100
11,5,14.0,3,0,216,4329,73.37288135593221,45.0,2,14134
16,2,13.0,0,1,96,5655,91.20967741935483,37.0,14,22146
0,6,0.0,1,0,73,5558,347.375,16.0,9,6112
5,4,14.0,1,0,271,4877,82.66101694915254,26.0,19,5126
12,3,10.0,0,0,97,7497,312.375,28.0,25,14128
12,1,9.0,0,1,127,5384,94.45614035087719,40.0,26,17061
17,1,14.0,0,0,116,4808,70.70588235294117,26.0,23,23081
17,2,14.0,1,0,94,3929,64.40983606557377,20.0,14,22086
39,4,27.0,0,0,156,3685,69.52830188679245,22.0,6,48132
9,4,14.0,1,0,89,4458,66.53731343283582,28.0,23,10110
17,1,9.0,0,1,121,4194,209.7,13.0,9,26125
12,3,10.0,0,0,242,8309,553.9333333333333,26.0,10,15122
16,5,14.0,2,0,217,5905,109.35185185185185,28.0,26,20091
33,3,17.0,0,0,79,4755,250.26315789473685,23.0,26,39058
27,3,18.0,0,0,195,3692,97.15789473684211,19.0,26,34141
18,3,13.0,4,0,232,6568,95.18840579710145,40.0,11,20057
24,1,17.0,0,1,245,5397,134.925,30.0,23,31070
13,2,6.0,0,0,55,4641,125.43243243243244,16.0,26,18078
8,5,4.0,0,0,107,5011,238.61904761904762,30.0,23,11075
18,4,14.0,1,0,153,6427,164.7948717948718,17.0,6,21067
28,2,20.0,2,0,143,6659,256.11538461538464,21.0,23,37132
23,3,19.0,3,0,146,4336,62.84057971014493,34.0,11,26116
15,5,14.0,1,1,250,4517,74.04918032786885,38.0,14,20144
26,3,14.0,2,0,205,4308,148.55172413793105,42.0,10,30122
5,2,3.0,1,0,91,4810,72.87878787878788,31.0,2,7103
24,2,14.0,0,0,80,4730,124.47368421052632,18.0,10,32089
5,3,14.0,0,1,260,4140,159.23076923076923,34.0,23,7105
25,4,24.0,1,0,142,6804,179.05263157894737,26.0,23,30093
12,2,5.0,1,0,268,6506,185.88571428571427,28.0,24,17119
25,3,16.0,2,0,93,3691,115.34375,20.0,28,29131
9,1,6.0,0,1,75,4379,106.8048780487805,19.0,19,13138
30,1,19.0,0,1,245,5356,111.58333333333333,29.0,11,43113
34,5,14.0,0,0,55,4189,83.78,32.0,26,47115
5,1,5.0,0,1,191,3675,131.25,34.0,26,7133
9,4,6.0,0,0,244,5061,107.68085106382979,28.0,24,11055
27,2,21.0,1,0,181,3616,172.1904761904762,27.0,8,35104
38,1,27.0,1,1,196,5000,128.2051282051282,15.0,12,51150
17,5,11.0,0,0,60,4860,113.02325581395348,31.0,23,23151
28,3,14.0,0,0,246,4824,86.14285714285714,29.0,9,35100
7,3,3.0,0,0,190,5850,99.15254237288136,16.0,15,8107
17,5,21.0,4,0,256,5339,108.95918367346938,36.0,25,22103
11,3,9.0,0,0,174,5742,358.875,32.0,18,14146
18,5,11.0,0,0,112,5507,141.2051282051282,39.0,9,24075
6,5,14.0,2,1,227,5230,84.35483870967742,28.0,25,8087
25,1,14.0,0,0,111,3441,71.6875,37.0,32,31058
20,3,14.0,0,0,95,4218,62.029411764705884,32.0,18,25121
6,3,14.0,3,0,259,5451,181.7,40.0,26,7069
19,1,14.0,0,1,89,7708,428.22222222222223,28.0,24,24139
22,2,13.0,0,0,104,3545,58.114754098360656,44.0,27,30151
18,1,14.0,0,1,91,5255,107.24489795918367,29.0,14,24055
20,5,11.0,0,0,196,4640,94.6938775510204,36.0,19,25107
23,4,18.0,0,0,197,4654,290.875,25.0,19,27123
22,5,21.0,0,1,117,4775,125.65789473684211,28.0,32,30079
25,3,14.0,0,0,138,5774,104.98181818181818,23.0,17,29137
21,1,14.0,0,0,181,3418,63.2962962962963,17.0,28,30144
0,6,14.0,2,0,78,5536,108.54901960784314,21.0,18,3149
16,2,13.0,1,1,217,4891,139.74285714285713,28.0,23,22150
28,3,14.0,0,0,231,6435,169.3421052631579,21.0,26,35124
18,2,14.0,0,0,57,4572,76.2,28.0,14,23132
25,3,18.0,3,0,252,5556,138.9,36.0,32,29130
24,5,14.0,3,0,259,4115,102.875,27.0,19,31056
13,2,9.0,0,0,118,4167,166.68,25.0,24,16074
33,5,14.0,1,0,79,4754,80.57627118644068,18.0,32,43057
38,4,14.0,0,0,163,4849,323.26666666666665,38.0,28,48097
15,1,14.0,3,1,178,3609,78.45652173913044,30.0,28,19058
12,5,14.0,0,0,222,4493,77.46551724137932,24.0,1,15144
23,3,12.0,0,0,200,5331,91.91379310344827,28.0,1,28128
18,4,14.0,3,0,95,3784,60.06349206349206,26.0,32,21093
14,1,14.0,1,1,110,6802,251.92592592592592,25.0,28,18114
6,5,3.0,0,1,264,5857,112.63461538461539,26.0,13,8145
5,5,4.0,4,1,145,6756,217.93548387096774,26.0,5,7113
7,4,14.0,0,0,201,4877,84.08620689655173,28.0,25,8081
22,3,14.0,4,0,109,6595,126.82692307692308,26.0,26,26148
24,2,24.0,0,0,75,4986,113.31818181818181,40.0,32,31148
20,4,14.0,0,0,155,3574,52.55882352941177,53.0,2,23104
5,3,14.0,1,1,253,5195,324.6875,23.0,21,6120
9,1,5.0,0,1,125,6055,112.12962962962963,24.0,27,13131
32,5,22.0,0,0,68,3737,54.15942028985507,18.0,29,44083
17,5,14.0,5,0,147,4644,76.1311475409836,20.0,32,22140
24,2,21.0,0,0,176,6090,98.2258064516129,27.0,25,30095
13,1,14.0,1,0,204,4572,304.8,29.0,29,16068
14,5,14.0,0,0,257,5912,236.48,37.0,11,18103
14,1,14.0,3,1,247,5318,253.23809523809524,24.0,26,19078
18,3,12.0,1,0,200,5115,146.14285714285714,18.0,24,22067
13,3,10.0,1,1,267,4269,85.38,28.0,26,15111
11,2,14.0,1,0,143,5595,199.82142857142858,35.0,22,14082
13,4,8.0,0,0,91,4073,104.43589743589743,30.0,17,15148
4,3,14.0,1,1,262,6323,131.72916666666666,34.0,29,4133
7,3,1.0,0,0,60,5176,87.72881355932203,33.0,13,8096
16,5,14.0,1,0,95,5661,148.97368421052633,22.0,23,21077
26,3,14.0,0,0,80,4864,152.0,40.0,31,33064
24,5,14.0,0,0,265,5291,101.75,36.0,6,30058
23,2,14.0,0,0,96,8700,212.1951219512195,22.0,28,31065
23,3,26.0,4,0,144,7848,341.2173913043478,36.0,26,26089
15,5,14.0,3,1,66,5139,91.76785714285714,29.0,31,20071
15,4,14.0,0,0,117,8981,449.05,31.0,6,19094
15,2,13.0,0,1,194,4647,70.4090909090909,27.0,28,22099
0,6,2.0,4,0,97,4536,181.44,21.0,22,6110
11,5,14.0,4,0,89,4531,151.03333333333333,23.0,11,13073
5,2,14.0,1,0,249,4619,87.15094339622641,25.0,12,6099
30,2,26.0,0,0,249,3599,143.96,21.0,18,39078
23,1,19.0,0,1,226,4315,139.19354838709677,36.0,19,32147
4,5,1.0,3,0,104,5166,172.2,35.0,30,6077
12,1,10.0,0,1,107,3374,86.51282051282051,37.0,17,17143
10,2,14.0,0,0,261,7354,167.13636363636363,26.0,28,14074
15,2,14.0,2,0,155,4670,81.9298245614035,30.0,6,19139
8,5,8.0,2,1,196,5262,97.44444444444444,36.0,32,10059
13,2,5.0,0,0,162,4270,73.62068965517241,27.0,19,18057
24,1,14.0,1,0,116,3450,69.0,41.0,3,32139
4,5,14.0,0,0,243,4485,89.7,25.0,9,6117
39,1,23.0,0,1,125,5649,188.3,23.0,9,52104
20,1,14.0,2,0,248,4060,71.2280701754386,19.0,6,26108
22,4,18.0,0,1,236,4051,202.55,28.0,14,28057
5,5,14.0,2,0,193,9456,236.4,29.0,30,7107
9,5,14.0,1,0,84,5453,121.17777777777778,36.0,28,12068
8,3,14.0,0,0,126,6218,282.6363636363636,31.0,11,9150
16,1,14.0,3,1,109,3924,122.625,22.0,26,21148
21,5,14.0,0,0,57,6752,204.6060606060606,26.0,29,28096
15,5,14.0,3,0,216,4974,71.05714285714286,33.0,21,18080
0,6,0.0,0,0,248,5521,149.21621621621622,21.0,13,5111
19,3,13.0,1,0,234,4397,89.73469387755102,30.0,8,23111
19,5,16.0,1,1,111,3834,239.625,54.0,28,25142
20,1,14.0,0,1,231,4623,87.22641509433963,28.0,6,28148
26,3,23.0,0,0,61,4066,60.6865671641791,17.0,11,31112
27,3,21.0,0,0,180,6188,386.75,24.0,31,34078
24,4,24.0,3,0,155,4330,94.1304347826087,31.0,30,28133
7,5,14.0,0,0,169,4566,138.36363636363637,31.0,18,9150
26,2,24.0,0,0,192,4744,100.93617021276596,17.0,15,33105
20,5,14.0,0,0,218,4423,119.54054054054055,20.0,26,25090
16,1,14.0,2,1,123,5769,192.3,23.0,25,21114
25,1,25.0,0,1,187,4436,98.57777777777778,23.0,30,32120
35,3,18.0,0,0,102,4569,114.225,25.0,11,43134
5,5,1.0,1,1,94,3476,63.2,36.0,26,6087
25,2,20.0,0,1,114,4706,188.24,33.0,28,35062
11,2,14.0,2,0,67,2930,81.38888888888889,13.0,6,15065
7,5,4.0,1,1,70,6387,127.74,28.0,6,10074
28,1,26.0,0,1,156,6199,95.36923076923077,33.0,2,40135
19,3,14.0,0,0,169,3997,133.23333333333332,28.0,14,23148
26,2,18.0,0,0,234,3667,74.83673469387755,22.0,6,33120
0,6,2.0,2,0,183,5020,98.43137254901961,32.0,14,8058
24,2,24.0,0,0,244,3883,76.13725490196079,41.0,14,31104
16,2,11.0,0,1,165,4164,90.52173913043478,30.0,27,23138
18,4,15.0,2,0,192,4451,70.65079365079364,28.0,29,22065
9,2,14.0,0,0,157,4003,114.37142857142857,31.0,3,12144
16,3,14.0,2,0,112,3903,216.83333333333334,29.0,17,19106
25,4,14.0,0,0,188,4692,156.4,23.0,19,30074
22,4,14.0,0,0,259,4500,91.83673469387755,32.0,23,27063
13,1,14.0,0,0,130,4380,243.33333333333334,25.0,8,16077
22,1,23.0,4,1,181,5178,79.66153846153846,25.0,21,29129
0,6,0.0,0,0,92,4197,102.36585365853658,33.0,19,6057
23,3,14.0,0,0,89,4189,144.44827586206895,29.0,2,28113
13,4,6.0,0,0,116,5466,248.45454545454547,33.0,25,16119
16,2,11.0,1,0,127,4763,128.72972972972974,34.0,26,21068
24,4,14.0,2,1,100,5235,180.51724137931035,26.0,32,28091
25,1,13.0,0,1,188,4763,101.34042553191489,34.0,22,33146
32,2,20.0,0,0,181,4552,137.93939393939394,27.0,26,44087
17,3,17.0,0,0,214,4377,68.390625,31.0,24,21116
24,3,19.0,0,0,191,3809,68.01785714285714,23.0,23,28100
15,5,14.0,0,0,200,5494,87.2063492063492,33.0,26,20070
22,3,18.0,0,0,131,4116,82.32,25.0,12,25138
37,1,21.0,0,1,120,4264,66.625,19.0,16,49113
12,3,14.0,0,0,104,5054,153.15151515151516,33.0,13,15138
25,5,24.0,0,0,167,4808,78.81967213114754,18.0,6,34138
17,5,14.0,1,0,240,4011,121.54545454545455,24.0,10,21085
13,3,9.0,0,1,252,5085,94.16666666666667,15.0,25,15144
7,3,4.0,3,0,121,5592,124.26666666666667,34.0,13,8128
23,3,17.0,0,0,149,6596,104.6984126984127,30.0,21,28129
20,4,14.0,0,0,235,3543,50.614285714285714,21.0,28,24068
20,1,8.0,0,1,258,4089,240.52941176470588,26.0,11,30097
12,4,14.0,0,0,84,4905,96.17647058823529,19.0,28,15078
24,4,23.0,0,0,120,3997,68.91379310344827,21.0,14,28072
18,1,13.0,0,1,211,5650,209.25925925925927,33.0,4,25059
6,4,14.0,2,1,151,4808,102.29787234042553,37.0,28,8103
18,2,15.0,0,0,198,4081,62.784615384615385,21.0,6,24119
4,5,14.0,3,1,215,3855,116.81818181818181,28.0,11,6124
24,4,25.0,0,0,213,5001,142.88571428571427,30.0,9,28145
13,3,5.0,0,0,195,6199,151.1951219512195,17.0,30,17070
13,4,9.0,0,1,228,5678,167.0,36.0,27,15107
30,3,18.0,0,1,198,4732,105.15555555555555,37.0,6,39070
15,1,14.0,1,1,71,5073,105.6875,15.0,14,20116
18,1,7.0,0,1,214,5595,192.93103448275863,20.0,32,27119
29,1,14.0,1,1,110,6860,361.05263157894734,33.0,13,38115
23,2,22.0,0,0,117,4732,105.15555555555555,28.0,23,31081
18,1,12.0,2,1,184,5625,110.29411764705883,30.0,27,24102
24,5,14.0,1,0,217,5766,94.52459016393442,27.0,24,30108
11,1,14.0,1,0,193,4748,84.78571428571429,40.0,25,15137
24,3,27.0,0,1,242,5098,98.03846153846153,28.0,19,29121
19,2,14.0,1,1,225,5307,221.125,27.0,27,24085
25,5,14.0,5,0,220,5392,92.96551724137932,28.0,9,31091
11,1,7.0,0,1,155,4849,78.20967741935483,38.0,16,15107
11,3,14.0,0,0,78,3107,54.50877192982456,29.0,23,13095
35,4,19.0,0,0,152,5514,83.54545454545455,45.0,29,44098
22,3,21.0,1,1,172,5283,91.08620689655173,18.0,26,27055
5,2,14.0,0,1,179,4691,203.95652173913044,31.0,26,6100
19,3,15.0,0,0,257,4267,67.73015873015873,40.0,22,23128
24,3,16.0,2,0,234,5925,137.7906976744186,25.0,26,29105
8,1,14.0,3,1,74,4445,88.9,26.0,29,11114
24,2,17.0,0,1,187,4309,253.47058823529412,25.0,19,31056
15,3,14.0,2,0,152,4150,76.85185185185185,39.0,24,17073
21,5,15.0,0,0,153,4245,249.7058823529412,24.0,25,27135
4,4,14.0,2,0,156,4587,152.9,50.0,29,4144
20,3,14.0,1,0,144,5738,92.54838709677419,46.0,24,24078
30,1,24.0,0,1,230,4238,66.21875,30.0,19,39133
19,2,16.0,0,1,108,4287,186.3913043478261,28.0,19,25120
25,3,19.0,4,1,99,5115,100.29411764705883,32.0,32,29079
5,2,8.0,0,1,82,4052,81.04,23.0,12,6112
31,3,14.0,1,0,92,4356,87.12,37.0,22,37117
32,3,14.0,0,0,245,4710,85.63636363636364,19.0,1,38144
22,5,14.0,0,0,238,4595,106.86046511627907,30.0,10,30149
23,3,11.0,0,0,188,6214,100.2258064516129,26.0,14,27060
4,4,14.0,0,0,259,5874,189.48387096774192,30.0,14,5129
24,2,14.0,1,0,59,5898,115.6470588235294,28.0,24,31087
15,3,14.0,2,0,205,3730,162.17391304347825,36.0,26,17131
17,2,17.0,3,0,150,4721,68.42028985507247,23.0,1,22126
22,3,17.0,0,0,196,4804,177.92592592592592,19.0,32,28106
23,5,20.0,0,0,72,4543,302.8666666666667,27.0,22,30096
22,4,21.0,0,0,126,5597,119.08510638297872,24.0,32,27066
24,3,17.0,0,0,152,2864,48.54237288135593,26.0,19,28072
0,6,2.0,0,0,125,3584,51.2,41.0,6,5120
22,2,14.0,1,1,216,4897,144.02941176470588,35.0,5,30078
4,5,14.0,3,0,182,5274,89.38983050847457,40.0,19,6124
32,5,19.0,1,0,158,5001,121.97560975609755,18.0,26,41136
6,3,6.0,0,0,235,5683,83.57352941176471,45.0,21,7060
22,3,14.0,2,0,126,5027,71.81428571428572,23.0,30,26100
24,4,14.0,0,0,266,5033,77.43076923076923,43.0,26,27144
22,5,18.0,0,0,106,3837,76.74,38.0,6,30126
27,3,14.0,3,1,79,4696,92.07843137254902,27.0,9,33100
21,1,14.0,0,0,148,4783,217.4090909090909,30.0,4,28129
22,5,22.0,0,0,217,5279,92.6140350877193,21.0,15,28148
22,4,14.0,0,1,134,4481,106.69047619047619,53.0,24,26150
28,5,14.0,0,0,71,5809,84.18840579710145,48.0,15,38131
10,5,14.0,0,0,130,4777,77.04838709677419,36.0,19,13100
5,5,4.0,0,0,59,4364,198.36363636363637,33.0,14,6132
18,5,27.0,1,0,162,6368,132.66666666666666,22.0,14,24149
32,4,14.0,0,0,106,4727,73.859375,28.0,14,39131
11,1,6.0,1,1,237,5596,174.875,34.0,31,15126
26,1,14.0,0,0,267,6423,338.05263157894734,29.0,19,36067
29,4,18.0,0,0,55,5409,115.08510638297872,27.0,24,35140
20,1,14.0,0,0,143,4840,115.23809523809524,20.0,19,28148
11,2,14.0,4,0,143,4530,110.48780487804878,32.0,23,13113
30,3,23.0,0,0,159,5885,235.4,47.0,28,36110
16,3,7.0,0,0,222,4299,214.95,21.0,12,20123
12,5,5.0,0,1,267,5248,276.2105263157895,34.0,14,17099
11,3,14.0,1,0,116,3250,53.278688524590166,32.0,29,13113
6,5,5.0,0,1,96,4793,79.88333333333334,32.0,26,8063
17,3,14.0,3,0,79,4526,90.52,21.0,19,19107
25,1,14.0,1,0,137,5174,323.375,34.0,2,32124
24,5,23.0,0,0,210,4621,84.01818181818182,24.0,27,32060
14,1,14.0,2,0,269,2911,46.95161290322581,25.0,19,17071
25,2,19.0,0,0,196,3916,65.26666666666667,20.0,14,31149
23,1,21.0,0,1,232,5404,122.81818181818181,31.0,24,32092
20,1,7.0,0,1,120,3643,214.2941176470588,30.0,2,29110
8,4,5.0,0,0,65,3663,52.32857142857143,34.0,26,10125
23,3,16.0,0,0,78,4908,148.72727272727272,22.0,19,29071
17,4,25.0,0,0,185,5040,173.79310344827587,58.0,23,19114
11,2,14.0,1,0,206,4537,70.890625,29.0,19,14151
35,2,21.0,0,0,219,4627,128.52777777777777,21.0,12,47120
19,5,14.0,0,0,149,3148,49.96825396825397,21.0,9,25122
21,4,7.0,0,0,83,4258,152.07142857142858,43.0,6,26078
24,4,19.0,0,0,253,6216,97.125,22.0,26,28075
18,5,14.0,0,0,100,6683,113.27118644067797,37.0,9,25147
12,4,8.0,0,0,90,5758,205.64285714285714,19.0,27,14056
5,4,14.0,0,0,102,7023,468.2,28.0,14,6062
18,3,14.0,2,0,232,5693,158.13888888888889,32.0,28,21106
26,5,14.0,0,0,230,4460,87.45098039215686,23.0,19,32147
9,5,8.0,0,0,184,4414,275.875,27.0,19,11110
37,1,14.0,1,0,225,4315,116.62162162162163,35.0,10,49140
6,1,14.0,1,1,174,4545,108.21428571428571,19.0,21,9090
26,3,23.0,1,0,168,4178,116.05555555555556,31.0,30,31148
33,5,14.0,0,0,133,3621,95.28947368421052,20.0,28,45067
18,3,10.0,0,0,74,4185,144.31034482758622,38.0,13,21066
13,5,14.0,2,0,226,4464,111.6,15.0,18,17111
16,1,16.0,0,1,137,3985,234.41176470588235,28.0,12,23111
25,2,23.0,0,0,150,4980,92.22222222222223,28.0,14,34074
19,5,19.0,0,0,135,3626,62.51724137931034,24.0,10,24113
0,6,1.0,0,0,214,4994,124.85,50.0,7,5078
27,2,14.0,4,0,117,5443,118.32608695652173,25.0,23,34098
16,3,14.0,0,0,207,5514,110.28,28.0,22,20124
21,3,14.0,1,0,191,5650,94.16666666666667,24.0,26,25124
7,2,14.0,0,0,253,5877,244.875,19.0,3,9075
12,3,14.0,1,0,142,4411,137.84375,27.0,11,14096
32,4,19.0,0,0,259,4840,220.0,28.0,32,38064
28,5,14.0,0,0,250,5221,208.84,25.0,9,39113
23,5,19.0,1,0,234,5206,126.97560975609755,19.0,25,30140
21,5,14.0,1,0,127,4941,123.525,24.0,27,27112
16,4,14.0,1,0,172,5033,193.57692307692307,53.0,21,19095
38,1,14.0,0,0,246,5973,259.69565217391306,28.0,15,49133
20,3,14.0,1,0,150,5531,141.82051282051282,28.0,16,24057
6,2,7.0,2,0,261,4191,113.27027027027027,17.0,28,8118
25,2,14.0,0,0,138,4367,94.93478260869566,28.0,6,32138
13,5,10.0,2,0,112,5621,133.83333333333334,34.0,13,16114
5,3,3.0,1,0,88,4561,82.92727272727272,33.0,5,6074
25,2,23.0,0,0,114,4133,81.03921568627452,42.0,12,31082
20,3,14.0,0,0,199,5139,111.71739130434783,16.0,1,23136
6,3,14.0,0,0,175,3273,116.89285714285714,30.0,6,8071
38,1,18.0,0,1,120,4777,97.48979591836735,27.0,17,54092
11,4,9.0,0,1,68,4691,173.74074074074073,28.0,11,14058
27,5,14.0,0,0,63,3904,64.0,30.0,6,34100
18,3,14.0,0,0,227,5405,108.1,31.0,12,21072
5,5,3.0,0,1,164,5602,100.03571428571429,42.0,15,7105
19,4,14.0,0,1,240,4856,134.88888888888889,37.0,27,24105
35,1,20.0,0,1,58,4975,92.12962962962963,32.0,23,50055
38,1,22.0,1,1,80,6221,172.80555555555554,33.0,11,51119
8,5,14.0,0,0,145,4919,129.44736842105263,16.0,17,10132
20,4,15.0,0,0,141,4598,85.14814814814815,27.0,26,23128
32,5,24.0,1,0,76,5662,106.83018867924528,21.0,5,41131
0,6,14.0,3,0,263,5214,137.21052631578948,31.0,7,3065
24,5,18.0,0,0,263,4942,109.82222222222222,33.0,29,30121
8,5,14.0,0,0,114,4655,150.16129032258064,30.0,6,10080
26,4,14.0,1,0,183,4718,120.97435897435898,20.0,23,32135
18,1,14.0,1,0,211,4297,153.46428571428572,24.0,32,24150
28,4,18.0,1,0,91,4524,68.54545454545455,28.0,28,33137
25,4,18.0,0,1,88,4658,258.77777777777777,33.0,10,33071
29,5,23.0,0,1,203,6322,166.3684210526316,31.0,29,38124
