Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,wh_age
Rural,Large,North,Zone 6,4,0,4,4005,Company Owned,61,0,0,1,269,28.0,22,0,B,3,23,28069,15.0
Rural,Large,West,Zone 5,3,0,8,6490,Company Owned,44,0,0,0,116,37.0,35,1,A,4,25,49140,25.0
Rural,Mid,North,Zone 2,7,0,2,4386,Company Owned,46,1,0,1,182,33.0,21,1,A,4,22,31057,8.0
Rural,Mid,North,Zone 4,7,0,4,6108,Rented,37,0,0,1,81,20.0,31,0,B+,6,26,38108,19.0
Rural,Large,North,Zone 6,1,0,4,5285,Company Owned,31,0,0,0,182,28.0,29,0,C,2,28,37135,14.0
Rural,Large,West,Zone 5,6,0,6,5771,Company Owned,51,0,0,1,109,32.0,27,1,A,2,14,35108,22.0
Rural,Large,North,Zone 5,4,0,3,4449,Rented,26,0,0,0,135,37.0,23,0,B+,3,17,27086,17.0
Urban,Large,South,Zone 5,8,2,3,4635,Company Owned,26,0,0,0,116,23.0,15,0,B+,5,14,18082,14.0
Rural,Small,West,Zone 6,1,0,3,4792,Company Owned,54,0,0,0,106,36.0,14,0,B,4,15,17129,14.0
Rural,Large,North,Zone 5,6,2,2,4979,Company Owned,67,0,0,1,260,18.0,4,1,A+,4,24,5065,14.0
Urban,Large,North,Zone 5,4,1,4,5438,Rented,50,0,0,1,133,28.0,22,1,A+,6,17,29110,14.0
Rural,Mid,West,Zone 4,1,0,2,7530,Rented,28,0,0,0,243,42.0,20,0,A,5,26,26070,14.0
Rural,Mid,South,Zone 4,0,0,2,5783,Company Owned,42,0,0,1,189,29.0,17,0,A,5,26,23108,14.0
Rural,Small,West,Zone 1,5,0,2,5438,Company Owned,29,0,0,1,129,30.0,12,0,C,3,21,15076,8.0
Rural,Large,West,Zone 5,1,0,4,4504,Rented,54,0,0,0,211,25.0,16,0,C,6,14,21063,14.0
Rural,Large,North,Zone 6,8,0,3,4491,Rented,61,0,0,1,235,27.0,23,0,B+,4,6,27102,24.0
Rural,Small,West,Zone 1,3,0,5,5230,Rented,25,0,0,1,158,28.0,26,0,C,6,21,35086,24.0
Rural,Small,South,Zone 1,1,0,2,4412,Rented,55,0,0,1,150,27.0,22,1,A+,3,21,31117,14.0
Rural,Mid,North,Zone 2,3,0,2,6140,Rented,52,0,0,1,268,29.0,15,1,A+,4,12,20129,14.0
Rural,Large,South,Zone 5,4,1,3,4112,Rented,31,0,0,1,57,32.0,21,1,B+,4,10,25150,9.0
Rural,Mid,South,Zone 3,8,0,2,3334,Company Owned,63,0,1,1,240,37.0,12,0,B+,5,19,14136,10.0
Rural,Mid,North,Zone 3,3,0,2,4477,Rented,54,0,0,1,252,32.0,34,1,A+,5,27,48138,25.0
Rural,Small,South,Zone 6,8,0,2,7233,Company Owned,58,0,0,1,148,22.0,27,0,B,5,2,32060,23.0
Rural,Small,North,Zone 1,6,0,3,4006,Company Owned,37,0,0,1,58,28.0,31,0,C,4,3,40113,21.0
Rural,Mid,South,Zone 2,8,0,2,6367,Company Owned,51,0,0,0,87,38.0,18,1,B,6,22,21088,14.0
Rural,Large,North,Zone 6,8,1,3,4628,Rented,63,0,0,1,227,33.0,4,0,C,3,28,6122,3.0
Rural,Large,West,Zone 5,5,0,3,4166,Company Owned,70,0,0,1,264,33.0,16,1,A+,3,14,24089,8.0
Rural,Large,West,Zone 6,8,0,4,4400,Company Owned,42,0,0,1,156,29.0,14,1,A,2,23,20116,10.0
Rural,Small,North,Zone 6,1,1,3,4852,Company Owned,56,0,0,0,135,49.0,20,1,B+,6,9,24079,14.0
Urban,Mid,West,Zone 2,3,0,4,3003,Company Owned,51,1,0,1,81,40.0,24,0,C,4,12,30081,26.0
Rural,Mid,West,Zone 4,6,3,2,4555,Rented,21,0,0,0,132,16.0,0,0,Unknown,0,11,3143,14.0
Rural,Large,North,Zone 6,7,0,2,4701,Rented,24,0,0,1,237,24.0,13,0,B+,6,23,16149,6.0
Rural,Large,South,Zone 6,1,0,2,7127,Rented,25,0,0,0,210,28.0,0,0,Unknown,0,29,3080,14.0
Rural,Large,North,Zone 6,1,0,4,4908,Rented,63,0,0,0,199,25.0,36,0,A+,2,6,49085,14.0
Urban,Mid,West,Zone 4,1,3,2,4630,Company Owned,44,0,0,1,219,31.0,15,1,C,6,11,20112,14.0
Rural,Small,South,Zone 1,0,4,2,5062,Company Owned,58,1,0,1,173,44.0,25,0,A,5,21,32107,14.0
Rural,Mid,South,Zone 2,1,0,3,5542,Rented,70,0,0,0,169,28.0,8,0,C,2,32,11089,14.0
Rural,Large,West,Zone 6,4,0,2,5173,Rented,62,0,0,1,76,29.0,5,0,B,2,23,6061,3.0
Urban,Large,West,Zone 5,3,0,4,4552,Rented,15,0,0,0,256,16.0,28,1,C,6,14,39124,20.0
Rural,Large,West,Zone 5,5,2,5,3944,Company Owned,35,0,0,1,139,30.0,31,1,A+,5,14,41059,17.0
Rural,Large,South,Zone 5,6,1,3,4052,Company Owned,29,0,0,1,67,36.0,30,0,B+,5,14,36059,24.0
Rural,Small,South,Zone 6,3,0,2,4065,Company Owned,37,0,0,1,173,31.0,29,0,B,6,9,36088,23.0
Rural,Large,West,Zone 6,4,3,2,5773,Rented,23,0,0,0,159,23.0,5,1,C,1,23,7081,3.0
Rural,Large,West,Zone 5,7,2,3,4837,Rented,57,0,0,1,244,31.0,15,0,A,3,24,18091,14.0
Rural,Mid,South,Zone 4,1,4,4,4347,Company Owned,59,0,0,0,184,26.0,20,0,C,4,26,25098,14.0
Rural,Mid,North,Zone 4,7,0,2,5130,Rented,17,0,0,0,153,27.0,0,0,Unknown,0,26,6147,1.0
Rural,Mid,West,Zone 4,0,0,4,5065,Rented,51,0,0,1,112,32.0,18,0,A+,3,11,22115,14.0
Rural,Mid,West,Zone 4,8,3,2,4591,Company Owned,30,0,0,0,119,21.0,16,0,A,3,26,20129,14.0
Rural,Mid,South,Zone 2,8,0,2,5546,Rented,38,0,0,1,209,28.0,15,1,B,5,22,18066,14.0
Rural,Mid,West,Zone 3,8,3,5,4001,Company Owned,24,0,0,1,78,21.0,24,1,C,4,19,30065,23.0
Rural,Large,North,Zone 5,3,2,3,4749,Rented,61,0,0,1,130,23.0,18,0,A,3,17,23073,14.0
Rural,Mid,North,Zone 3,5,0,2,4857,Rented,46,0,0,1,184,34.0,9,0,C,4,19,11138,14.0
Rural,Small,West,Zone 6,0,0,4,3930,Rented,48,0,0,1,119,26.0,18,0,B+,2,8,20082,14.0
Urban,Mid,South,Zone 3,1,4,3,4610,Company Owned,28,0,1,1,222,29.0,8,1,A+,2,27,10106,14.0
Urban,Large,North,Zone 6,7,0,2,4759,Rented,55,0,0,1,231,29.0,18,1,C,6,6,24142,11.0
Rural,Mid,North,Zone 3,4,1,4,5514,Rented,69,0,0,0,215,28.0,18,1,C,5,27,23116,14.0
Urban,Large,West,Zone 5,1,0,3,4655,Rented,45,0,0,0,98,28.0,31,0,B+,6,10,39078,14.0
Rural,Mid,North,Zone 3,1,1,3,4888,Rented,37,1,0,1,121,25.0,27,0,C,2,27,35076,14.0
Rural,Small,South,Zone 6,8,0,2,5202,Company Owned,18,1,0,1,184,28.0,17,0,B+,4,2,21129,8.0
Rural,Mid,West,Zone 4,1,0,4,6798,Company Owned,54,0,1,1,174,29.0,24,0,C,3,26,31115,14.0
Rural,Mid,West,Zone 4,6,1,3,4762,Rented,47,0,0,0,253,22.0,0,0,Unknown,0,26,6103,0.0
Rural,Mid,West,Zone 3,7,0,4,3351,Company Owned,41,0,0,1,80,34.0,24,0,C,3,19,31077,26.0
Urban,Mid,South,Zone 3,4,0,4,3867,Company Owned,18,0,0,1,260,23.0,6,1,C,2,19,7116,5.0
Rural,Large,West,Zone 6,4,2,4,6385,Company Owned,32,0,0,0,238,16.0,23,0,B+,5,23,27056,14.0
Rural,Mid,North,Zone 3,8,0,3,5037,Company Owned,19,0,1,1,271,32.0,6,0,A,2,27,7058,3.0
Rural,Small,North,Zone 6,7,0,2,5429,Company Owned,41,0,0,1,181,32.0,21,0,B,1,13,27128,11.0
Rural,Large,West,Zone 5,8,0,2,5839,Rented,45,0,0,0,251,18.0,0,0,Unknown,0,10,14119,2.0
Rural,Mid,West,Zone 4,1,0,7,4185,Company Owned,43,0,0,1,154,29.0,34,0,C,3,11,46082,14.0
Rural,Large,West,Zone 6,2,0,4,3807,Rented,31,0,0,0,111,26.0,26,0,B,5,23,32145,14.0
Rural,Mid,North,Zone 2,5,0,4,3366,Company Owned,29,0,0,1,191,22.0,26,0,B+,4,12,30074,25.0
Rural,Large,North,Zone 6,8,0,2,4194,Company Owned,60,1,0,1,200,26.0,4,0,B,1,28,5132,1.0
Rural,Large,South,Zone 6,7,1,3,5029,Rented,61,0,0,1,85,56.0,10,0,B+,6,29,12151,9.0
Rural,Large,South,Zone 5,5,0,1,2314,Company Owned,45,0,0,1,239,28.0,17,0,B,2,14,21146,15.0
Rural,Mid,South,Zone 2,7,1,3,5010,Rented,47,0,0,1,89,27.0,25,1,A+,1,12,34076,12.0
Rural,Large,West,Zone 5,3,0,3,4087,Company Owned,70,0,0,1,98,27.0,14,0,B,5,14,18129,10.0
Rural,Mid,West,Zone 2,4,1,4,5357,Rented,37,0,0,1,108,24.0,23,1,B,2,1,28088,11.0
Urban,Small,East,Zone 6,6,0,4,6813,Rented,52,0,1,1,191,26.0,31,0,B,2,15,38151,18.0
Rural,Large,West,Zone 5,0,0,4,3813,Company Owned,21,1,1,1,181,32.0,11,0,B+,5,10,14145,14.0
Rural,Large,North,Zone 6,1,0,4,5178,Company Owned,26,0,0,1,133,26.0,10,0,A,4,29,13072,14.0
Rural,Large,North,Zone 6,0,0,3,4676,Company Owned,29,0,0,1,235,34.0,21,0,B,2,28,27094,14.0
Rural,Mid,West,Zone 2,4,5,4,3603,Company Owned,33,0,0,1,163,23.0,11,0,A,5,12,14134,14.0
Rural,Large,South,Zone 5,7,1,2,5022,Company Owned,23,0,0,1,127,22.0,5,0,C,4,25,6113,14.0
Rural,Mid,North,Zone 2,1,1,2,4407,Rented,22,0,0,0,185,18.0,8,0,B+,4,1,9151,14.0
Urban,Mid,North,Zone 2,4,0,2,7053,Rented,34,0,0,0,121,21.0,15,1,A,5,12,19141,14.0
Rural,Mid,East,Zone 4,4,0,3,4125,Company Owned,43,0,0,1,140,31.0,27,0,C,4,26,33084,25.0
Rural,Small,South,Zone 1,7,0,4,4489,Rented,24,0,0,0,103,22.0,17,1,B+,3,21,20102,16.0
Rural,Large,North,Zone 5,6,1,4,4738,Rented,47,0,0,0,63,24.0,6,0,A,1,25,7123,14.0
Rural,Large,North,Zone 5,8,2,5,6934,Rented,70,0,0,1,75,30.0,30,1,A+,4,24,40064,18.0
Rural,Mid,North,Zone 3,4,0,3,6113,Rented,52,0,0,1,152,28.0,20,1,A+,3,27,25107,15.0
Rural,Large,North,Zone 5,1,0,4,3794,Company Owned,69,0,0,1,132,25.0,20,0,B+,4,24,25062,14.0
Rural,Small,West,Zone 6,6,3,5,5975,Company Owned,51,0,1,1,192,37.0,16,0,A,6,9,20057,14.0
Rural,Large,West,Zone 6,5,0,3,3292,Rented,64,0,0,0,142,16.0,32,0,B+,4,23,40068,26.0
Rural,Mid,South,Zone 2,0,0,2,8472,Company Owned,49,0,0,1,107,23.0,9,0,C,4,1,12068,14.0
Rural,Large,West,Zone 5,0,2,3,3535,Company Owned,27,0,0,0,146,43.0,13,0,A,2,10,17110,14.0
Rural,Mid,South,Zone 4,3,0,2,3024,Company Owned,43,0,0,1,84,57.0,21,0,B+,3,26,26079,11.0
Rural,Small,South,Zone 6,4,0,2,6161,Company Owned,38,0,0,1,111,34.0,13,1,B+,6,9,16110,14.0
Rural,Mid,West,Zone 4,5,2,4,4497,Company Owned,67,0,0,0,265,23.0,7,0,C,2,26,8079,14.0
Rural,Small,West,Zone 6,7,0,6,3305,Rented,52,0,0,0,210,19.0,18,1,B,5,9,21143,14.0
Rural,Mid,East,Zone 3,3,0,6,4774,Rented,22,1,0,1,237,33.0,20,1,A,1,27,26068,11.0
Rural,Mid,North,Zone 4,0,1,4,3883,Rented,58,0,0,1,114,30.0,30,0,C,5,26,40076,14.0
Rural,Mid,West,Zone 4,3,0,2,5257,Company Owned,58,0,0,1,62,26.0,22,0,A,5,26,27091,21.0
Rural,Mid,West,Zone 4,5,0,6,3414,Company Owned,38,0,0,1,149,20.0,8,1,B,1,11,9131,3.0
Rural,Small,South,Zone 1,0,1,2,4910,Company Owned,45,0,0,0,59,32.0,20,0,C,5,21,25144,14.0
Rural,Large,North,Zone 5,0,1,4,6983,Company Owned,23,0,0,1,228,26.0,16,0,A+,3,14,20147,14.0
Rural,Mid,West,Zone 3,7,0,3,4718,Company Owned,46,0,0,1,77,23.0,17,1,A+,3,19,25137,10.0
Urban,Large,South,Zone 5,8,0,2,4944,Rented,48,0,0,0,76,25.0,39,0,C,4,10,53061,22.0
Urban,Small,North,Zone 1,1,4,3,5889,Company Owned,50,0,0,1,187,25.0,14,0,B+,3,30,17099,14.0
Rural,Mid,South,Zone 2,5,0,2,5703,Rented,47,1,0,1,151,34.0,18,0,A,3,32,26103,6.0
Rural,Small,West,Zone 1,5,0,5,4504,Rented,55,0,0,0,98,18.0,22,1,A+,5,30,31102,16.0
Rural,Large,South,Zone 6,3,2,3,5275,Company Owned,59,0,0,1,144,27.0,23,1,B,5,29,28136,25.0
Rural,Large,West,Zone 5,7,1,3,5184,Rented,66,0,0,1,70,37.0,6,1,C,3,10,8135,5.0
Rural,Mid,South,Zone 3,0,0,2,2686,Rented,20,0,0,1,242,30.0,27,0,B,3,19,31098,14.0
Urban,Mid,North,Zone 2,5,3,4,3998,Company Owned,55,0,0,1,170,35.0,6,1,A+,1,22,8103,14.0
Rural,Large,West,Zone 6,0,0,4,4716,Rented,18,0,0,0,112,38.0,19,0,C,2,23,24060,14.0
Rural,Large,West,Zone 5,4,0,4,3457,Company Owned,33,0,0,1,131,33.0,30,1,A+,4,10,42121,20.0
Rural,Mid,North,Zone 2,0,0,3,4483,Rented,41,0,0,0,137,17.0,4,0,C,2,12,5068,14.0
Rural,Mid,West,Zone 3,8,0,4,4757,Rented,64,1,0,1,237,28.0,4,0,B+,3,19,4146,14.0
Rural,Mid,West,Zone 4,3,0,4,4729,Rented,15,0,0,1,251,23.0,15,1,A,6,11,22136,8.0
Rural,Large,North,Zone 6,5,0,2,5472,Company Owned,45,0,0,1,108,30.0,7,0,B,2,28,9103,5.0
Rural,Small,East,Zone 6,7,1,6,6547,Rented,16,0,0,0,84,23.0,18,1,B,2,15,21116,12.0
Rural,Large,North,Zone 6,3,0,4,4307,Rented,26,0,0,1,63,35.0,25,1,B+,4,6,30070,23.0
Rural,Large,West,Zone 6,7,2,2,4581,Company Owned,66,0,0,1,270,29.0,24,1,A+,4,6,31113,21.0
Rural,Large,North,Zone 6,1,1,2,8158,Rented,66,0,0,0,151,17.0,9,0,A,5,23,12132,14.0
Rural,Large,North,Zone 6,3,0,2,6138,Rented,44,0,0,1,189,36.0,6,0,B+,4,7,7151,6.0
Rural,Mid,South,Zone 3,8,0,2,5242,Company Owned,31,0,0,1,248,24.0,23,1,B+,2,19,27090,16.0
Rural,Mid,North,Zone 4,4,0,4,3660,Rented,49,0,0,1,149,37.0,9,0,A,4,26,12134,8.0
Rural,Mid,South,Zone 4,5,0,4,4988,Company Owned,30,0,0,1,173,28.0,21,0,B+,2,26,26091,8.0
Rural,Mid,South,Zone 3,5,0,2,4688,Company Owned,36,0,0,1,230,27.0,5,0,C,6,19,6056,5.0
Rural,Small,North,Zone 1,4,1,2,4538,Company Owned,49,0,0,1,126,36.0,20,1,A+,4,3,26113,14.0
Rural,Small,North,Zone 1,6,0,3,6367,Company Owned,63,0,0,1,131,29.0,16,0,C,5,30,21068,12.0
Rural,Mid,West,Zone 3,7,0,4,4165,Company Owned,50,0,0,1,247,31.0,13,0,C,4,19,16076,10.0
Rural,Large,South,Zone 5,4,0,2,4379,Company Owned,69,0,0,1,214,27.0,38,1,A+,4,25,54106,21.0
Rural,Small,West,Zone 6,4,3,4,3799,Company Owned,16,0,0,1,128,44.0,16,1,B+,5,8,20114,14.0
Rural,Mid,South,Zone 4,0,1,2,5700,Company Owned,31,0,0,1,262,35.0,10,0,B,6,26,12136,14.0
Rural,Large,North,Zone 6,1,0,2,6001,Company Owned,29,0,0,1,231,49.0,4,0,B+,1,23,5071,14.0
Rural,Mid,West,Zone 4,6,0,3,5253,Rented,15,0,0,1,156,31.0,33,0,B+,2,26,41077,17.0
Rural,Mid,North,Zone 4,8,1,3,4302,Company Owned,65,0,0,1,132,28.0,9,0,B,2,26,10090,4.0
Rural,Large,West,Zone 6,4,0,4,5996,Company Owned,65,0,0,1,151,25.0,24,1,B+,4,6,29137,16.0
Rural,Small,West,Zone 6,3,0,4,4897,Company Owned,23,0,0,1,86,31.0,4,1,C,2,8,6081,2.0
Rural,Large,North,Zone 6,0,0,2,4354,Company Owned,42,0,0,0,78,25.0,14,0,B,5,23,16091,14.0
Rural,Mid,West,Zone 2,2,0,2,5416,Company Owned,26,0,0,1,93,25.0,29,0,B,6,18,35080,14.0
Rural,Mid,West,Zone 4,0,0,3,3251,Rented,15,0,0,0,259,17.0,20,0,C,4,26,25094,14.0
Rural,Large,West,Zone 5,0,0,4,4165,Rented,65,0,0,1,163,26.0,16,0,B,6,14,19137,14.0
Rural,Mid,West,Zone 4,2,0,3,3708,Rented,37,0,0,0,220,17.0,12,0,B+,5,11,14106,14.0
Rural,Mid,West,Zone 4,7,0,3,4980,Company Owned,35,0,0,0,80,21.0,11,1,C,6,11,14126,14.0
Rural,Mid,South,Zone 2,6,2,2,5213,Company Owned,17,0,0,0,161,22.0,25,0,B+,4,1,29123,14.0
Rural,Mid,South,Zone 4,4,1,2,5336,Rented,36,1,0,1,209,38.0,34,1,B,4,11,41131,22.0
Rural,Mid,North,Zone 2,8,0,2,2589,Rented,56,0,0,0,258,19.0,20,1,A+,5,12,29101,16.0
Rural,Small,West,Zone 6,1,1,4,5928,Company Owned,60,0,1,1,241,30.0,6,0,B,5,9,8097,14.0
Rural,Mid,West,Zone 3,1,0,5,4002,Company Owned,17,1,0,1,215,33.0,24,0,A,2,19,30119,14.0
Rural,Large,West,Zone 5,7,0,2,5132,Company Owned,43,0,0,1,173,29.0,11,1,B+,1,14,13066,14.0
Rural,Small,West,Zone 6,1,0,4,3778,Rented,32,0,0,1,131,37.0,19,0,C,4,9,25108,14.0
Rural,Mid,West,Zone 4,6,2,4,4362,Rented,26,0,0,0,111,20.0,16,0,C,4,26,21070,14.0
Rural,Large,North,Zone 6,0,1,2,6158,Rented,67,1,1,1,72,31.0,5,0,A+,3,28,6081,14.0
Rural,Mid,North,Zone 4,1,0,2,6111,Company Owned,59,0,0,1,164,32.0,15,0,A+,2,26,21076,14.0
Urban,Mid,North,Zone 2,6,0,2,4605,Company Owned,31,0,0,1,252,32.0,11,0,B,2,12,14062,8.0
Rural,Large,North,Zone 6,3,0,3,5241,Company Owned,27,0,0,1,132,28.0,29,0,B+,2,23,36121,17.0
Urban,Mid,West,Zone 2,3,0,1,5976,Company Owned,37,0,0,1,73,27.0,19,0,B,4,1,24128,10.0
Rural,Mid,West,Zone 4,7,0,3,5890,Company Owned,18,0,0,1,202,17.0,11,0,B+,3,11,14104,6.0
Rural,Small,North,Zone 6,6,1,4,4935,Company Owned,33,0,0,1,60,22.0,28,1,A+,3,13,37151,20.0
Rural,Mid,East,Zone 4,3,0,2,4632,Company Owned,69,0,0,1,180,28.0,14,0,C,6,26,20060,11.0
Rural,Mid,West,Zone 3,0,0,3,4742,Company Owned,68,0,1,1,153,55.0,25,0,A+,2,19,31138,14.0
Rural,Mid,West,Zone 4,3,0,2,4798,Company Owned,16,0,0,1,234,30.0,19,1,A+,6,11,27063,10.0
Rural,Large,West,Zone 5,3,0,2,4488,Company Owned,54,0,0,1,165,24.0,5,0,B+,5,25,6084,6.0
Rural,Mid,South,Zone 3,2,0,2,7933,Rented,62,0,0,1,99,35.0,16,0,C,6,27,21088,14.0
Rural,Mid,South,Zone 2,8,3,2,4698,Company Owned,41,0,0,0,112,41.0,20,0,A,4,32,26059,14.0
Rural,Small,South,Zone 6,4,0,3,4858,Rented,24,0,0,0,140,20.0,20,0,A,3,2,28123,7.0
Rural,Large,North,Zone 6,3,0,2,5489,Rented,22,0,0,1,227,33.0,0,0,Unknown,0,7,5143,1.0
Rural,Large,North,Zone 6,6,1,3,4648,Company Owned,31,0,0,1,202,29.0,12,0,B,2,23,13109,14.0
Rural,Mid,North,Zone 2,8,0,2,4674,Rented,60,0,0,1,193,42.0,23,1,A+,3,1,32149,12.0
Rural,Mid,South,Zone 2,8,3,2,4112,Rented,50,0,0,1,177,21.0,9,1,B+,4,32,11095,14.0
Rural,Large,South,Zone 6,1,0,2,5048,Rented,64,0,0,1,172,25.0,27,0,C,4,29,36108,14.0
Rural,Large,West,Zone 5,8,1,4,4067,Rented,18,0,0,1,103,26.0,22,0,B,4,24,27080,16.0
Rural,Large,North,Zone 5,8,3,2,5160,Rented,58,0,0,1,256,30.0,27,1,A+,3,25,35089,14.0
Urban,Large,North,Zone 5,6,0,4,6169,Rented,15,0,0,0,214,43.0,11,0,C,1,25,14084,8.0
Rural,Mid,West,Zone 4,5,0,3,5316,Rented,63,0,0,0,89,15.0,35,0,B,6,11,44109,19.0
Rural,Large,North,Zone 6,1,0,2,6138,Company Owned,28,0,0,1,201,24.0,9,0,A+,2,28,13144,14.0
Rural,Small,West,Zone 6,3,1,4,4387,Company Owned,57,1,0,1,108,53.0,8,0,C,6,8,10102,5.0
Rural,Small,South,Zone 1,0,0,4,6860,Company Owned,42,0,0,0,264,21.0,6,0,B+,1,16,7131,14.0
Rural,Large,West,Zone 5,2,0,2,4805,Rented,50,0,0,1,229,33.0,24,0,A+,5,24,32097,14.0
Urban,Mid,South,Zone 2,6,4,4,8470,Company Owned,68,0,1,1,56,32.0,4,1,C,2,32,6055,14.0
Rural,Small,North,Zone 1,4,1,2,7142,Rented,55,0,0,1,148,40.0,5,0,B,2,21,6063,2.0
Rural,Mid,West,Zone 4,4,3,1,5193,Company Owned,60,1,0,1,113,22.0,11,0,C,2,11,14130,14.0
Rural,Large,North,Zone 6,3,0,3,5602,Rented,15,0,0,1,87,19.0,25,0,B+,3,28,29119,20.0
Rural,Large,North,Zone 6,4,0,2,4223,Company Owned,18,0,0,1,193,37.0,0,0,Unknown,0,28,7107,1.0
Rural,Large,North,Zone 6,4,4,4,4564,Company Owned,24,0,0,0,174,28.0,20,0,B,4,28,23106,12.0
Rural,Large,West,Zone 5,1,0,3,4706,Company Owned,17,0,0,0,262,38.0,25,1,A+,2,10,32066,14.0
Rural,Small,North,Zone 6,8,1,3,6289,Company Owned,15,0,0,1,139,23.0,22,0,C,6,8,28080,24.0
Rural,Mid,North,Zone 3,6,2,3,3976,Rented,23,0,0,0,171,20.0,11,0,B+,6,27,13062,14.0
Rural,Mid,South,Zone 2,5,4,2,6222,Company Owned,30,0,0,1,69,28.0,17,1,A,2,32,22148,14.0
Rural,Small,North,Zone 1,0,0,2,6361,Company Owned,45,0,0,1,147,33.0,38,0,B+,4,21,47089,14.0
Rural,Mid,West,Zone 4,3,0,4,5218,Rented,35,0,0,0,243,40.0,10,0,A,2,11,13075,5.0
Rural,Large,West,Zone 6,7,0,5,7745,Company Owned,25,0,0,1,131,27.0,5,0,A,1,23,6077,4.0
Rural,Small,South,Zone 6,5,3,2,4698,Rented,39,0,0,0,76,30.0,12,0,C,6,9,15110,14.0
Rural,Large,North,Zone 5,5,0,4,5628,Rented,54,0,0,0,212,29.0,19,0,A,3,17,25088,19.0
Rural,Large,South,Zone 5,3,1,2,4751,Company Owned,66,0,0,1,92,28.0,6,0,C,1,10,8063,2.0
Rural,Large,North,Zone 6,3,3,4,5949,Company Owned,53,0,0,1,223,25.0,19,0,A,2,29,24115,14.0
Rural,Mid,West,Zone 3,6,0,4,4723,Company Owned,62,0,0,1,232,24.0,18,1,B,2,27,24118,13.0
Rural,Large,South,Zone 6,0,3,2,5597,Rented,69,0,0,1,232,32.0,22,0,A,3,29,28119,14.0
Urban,Mid,South,Zone 3,3,0,3,3814,Company Owned,69,0,0,1,162,45.0,24,0,C,6,19,32067,17.0
Rural,Large,North,Zone 6,8,0,2,4402,Rented,65,0,0,1,75,23.0,28,1,A+,3,28,36082,16.0
Rural,Mid,South,Zone 2,5,0,4,5701,Rented,70,0,0,0,250,21.0,18,0,A,4,12,26069,9.0
Rural,Large,North,Zone 6,0,1,2,4671,Company Owned,42,0,0,1,151,35.0,22,0,B+,3,28,27094,14.0
Rural,Mid,North,Zone 2,8,3,3,5217,Rented,41,0,0,0,165,24.0,8,0,B+,1,12,10145,14.0
Rural,Large,North,Zone 6,4,0,2,6555,Company Owned,53,0,0,1,242,31.0,4,0,B,1,23,4101,2.0
Rural,Mid,West,Zone 2,3,0,4,4265,Company Owned,26,0,0,1,268,33.0,5,0,B,4,12,6059,6.0
Rural,Large,North,Zone 6,0,0,3,3272,Company Owned,48,1,0,1,143,31.0,25,0,B+,4,23,29121,14.0
Rural,Small,South,Zone 1,4,0,4,4976,Company Owned,37,0,0,1,137,24.0,8,0,B,2,21,9079,3.0
Rural,Mid,West,Zone 4,3,0,4,6239,Rented,15,0,0,0,148,20.0,24,0,B,2,26,28113,14.0
Rural,Large,North,Zone 6,7,0,4,4190,Rented,15,0,0,0,204,31.0,16,0,B+,4,29,19073,14.0
Rural,Large,North,Zone 6,6,3,2,7032,Rented,59,0,0,1,254,38.0,4,0,B+,1,6,5056,14.0
Rural,Large,West,Zone 6,7,0,3,4275,Rented,50,0,0,0,102,22.0,12,0,B+,2,23,16103,6.0
Rural,Small,West,Zone 1,2,0,5,4152,Rented,42,1,0,1,256,28.0,23,0,B+,3,3,26078,14.0
Rural,Mid,West,Zone 4,5,0,4,4835,Company Owned,43,0,0,1,110,23.0,35,0,B+,4,11,43133,25.0
Rural,Mid,North,Zone 4,0,2,2,7014,Company Owned,64,0,0,1,245,28.0,5,0,B+,2,26,5068,14.0
Rural,Mid,West,Zone 3,2,2,4,3977,Rented,63,0,0,1,108,25.0,5,0,B,1,19,6070,14.0
Rural,Small,South,Zone 1,5,0,2,4493,Rented,69,0,0,0,168,16.0,29,1,B,5,21,37070,18.0
Rural,Large,West,Zone 5,3,0,4,5841,Company Owned,60,0,0,1,135,25.0,22,1,B+,4,10,29070,23.0
Rural,Mid,South,Zone 4,7,1,4,5158,Rented,29,0,0,0,206,22.0,33,1,A+,4,26,43087,23.0
Rural,Mid,South,Zone 3,7,0,2,2579,Company Owned,26,1,1,1,69,30.0,21,1,C,6,19,30143,6.0
Rural,Mid,South,Zone 3,6,2,2,5224,Rented,19,0,0,1,65,30.0,11,1,A+,4,19,15077,14.0
Urban,Mid,West,Zone 3,2,0,4,4513,Company Owned,27,0,0,0,137,29.0,5,0,B+,2,19,6076,14.0
Rural,Large,South,Zone 5,1,1,2,6281,Rented,38,0,0,0,216,28.0,11,0,A,1,14,15074,14.0
Rural,Mid,North,Zone 4,2,1,2,5810,Rented,40,0,0,1,65,34.0,13,0,B+,1,26,15104,14.0
Rural,Large,South,Zone 5,2,1,3,4347,Company Owned,48,1,0,1,172,40.0,14,0,B,6,25,16066,14.0
Rural,Mid,North,Zone 2,1,0,5,3633,Company Owned,32,0,0,0,200,21.0,29,0,A+,4,1,38071,14.0
